"cle","summery"
"ah1336","i have recently finished my phd in computer science in the area of computational linguistics. specifically my research focuses on constructing network based representations of text. using these representations i have been able to improve upon the state of the art in the field of unsupervised keyphrase extraction, which involves algorithms that can find the most important terms in a document without requiring any training data. i presented these results in the semeval 2015 conference on computational linguistics.  most of the data analysis skills that i have acquired during my research on mining topics using network based representations of text are directly applicable to many other fields such as social network analysis, computational biology, user segmentation and recommender systems. for example my experience on finding the important terms in a graph based representation of text can be directly applied to finding highly influential users in a social or e-commerce network or to finding hub proteins in a protein interaction network. in addition to network based methods i am familiar with a variety of statistical machine learning techniques as i have listed in my skills.  in addition to the experience i have gained in data analysis and algorithm development during the course of my phd i also have 7+ years of experience as a software engineer. my goal has always been to maintain a working knowledge of the full stack of web development technologies. this combined with my experience with big data tools and data analysis techniques allow me to contribute to all the stages of the mining of insight   from the development of scalable data analysis algorithms to the creation of web based interactive visualisations of the extracted information.   i have a passion for detecting and visualizing useful insights from raw unstructured information and i have strived to gain the set of skills that allow me to design and engineer end to end solutions."
"ah1337","i write software to analyze and interpret big data sets in health care using statistical and machine learning techniques."
"ah1338","i am a data scientist currently working in the product development team of zycus. skilled in scikit learn, pandas, numpy, nlp, named entity recognition ,spacy, nltk,, computer vision, data visualization, tensorflow modeling, deep learning, azure cognitive services, google cloud platform.  i have gone through a udacity nanodegree program on machine learning. i have also done deep learning specialization from deeplearning.ai. i have done my technology associate training from microsoft on database fundamentals  i pursued my b.tech from vellore institute of technology in the field of information technology. i am very passionate about machine learning, deep learning and ai and always eager to learn new technologies and grow myself."
"ah1339","experienced data scientist with a demonstrated history of working in the internet industry. skilled in machine learning, statistical modeling and python. practical professional with a master of science ,ms, focused in data science from barcelona graduate school of economics and bachelors in economics from iit kanpur."
"ah1340","i'm currently a infrastructure data scientist at at infrastructure strategy team at facebook.  i got my ph.d in statistics at university of washington, in which i did research in stochastic modeling and bayesian analysis to fit time series infectious disease,   which combines mathematical theories and intensive computational work. i integrated c++ with r for fast computation.  .   skills   academic    machine learning, data mining, database, stochastic modeling, optimization, probability theory and statistical model, regression analysis, experimental design, parallel computing ,hadoop and spark,, data structure, numerical analysis programming languages    c++, r, python, matlab, java, unix shell script language   english and chinese"
"ah1341","proactive and results driven machine learning and data scientist with 7+ years of experience in the exploration of terabytes of data involving videos,  images, time series sensor data and transactional consumer behavior data ,cobeda, originating from variety of sources including hd cameras, wearable devices, web data, clinical data ,ehr, and high-throughput biological data. offering an additional 7 years of experience in research in an academic setting focused on programming, algorithms, compilers, databases, and sql.   exceptional analytical and problems solving skills, able to identify kpis and discover non-obvious patterns, behaviors, and dependencies in the data. a team player adept at managing several concurrent high-profile projects in a fast paced environment. strong communication, data presentation, and visualization skills. fluent in english, hindi, and urdu  intermediate in arabic, and oriya.  highlights and achievements , repeated success in the organization. filed patents and published results in journals and conferences. , expertise in python"
"ah1342","computer geek with a deep-rooted passion for making sense out of data to solve challenging problems. strong grounding in cs fundamentals at iit - bolstered by 2+ years of industry experience at microsoft and graduate studies at uc berkeley - have laid a perfect foundation to chase my ambition to make impactful contributions to fast growing data-driven companies.  core competencies   programming   python ,numpy, scipy, pandas, scikit-learn, matplotlib, seaborn, tensorflow, pytorch,, java, c++  technical skills   machine learning, data visualization, statistical modelling, deep learning   when i'm not being a geek on my laptop, i enjoy listening to music, cooking, dance, gymming and hiking."
"ah1343","passionate data scientist who wants to develop and deploy ml and ds solutions to the real world. enjoy team work and cross function collaborations. communicate well with both technical and non-technical audiences. love data visualization  love experimenting on new ideas. working experience with spark, python, kubernetes, scala, sql, and r. willing to add more to the list."
"ah1344","over a decade of experience in the information technology industry with various large mncs like apple, yahoo!, samsung, nds, cisco and coulter, i have gained a wide range of skills and experience in technologies.  i am a data-scientist and computer vision researcher, besides participating in core development and engineering activities. i work on predictive analytics, machine-learning applications, research-intensive applications like face-recognition and recommendation engines. i also work on applications of internet-of-things.magicbeans123,"
"ah1345","i like using data to tell stories."
"ah1346","data scientist experienced in architecting, developing and productionizing predictive analytics models and advanced analytics platforms. gcp certified professional cloud architect and professional data engineer."
"ah1347","a phd with deep theoretical and technical knowledge in computer security and privacy and their application to data mining, and extensive hands-on experience in the software industry and the software development lifecycle.  my experience includes 20 years of research and software engineering work, including program management and software development. specialties   privacy, computer security, data mining and machine learning,"
"ah1348","a data scientist with 10 years of research and industry experience. specialized in machine learning/applied statistics, functional data analysis, spatial statistics, time series analysis, oil and gas data analytic, subsurface modeling and forecasting.  author of three r packages, check out my work at"
"ah1349","testing and experimentation large scale data processing ,hadoop/hive/oozie, advanced statistical analysis and data mining ,r, python, bash, machine learning and predictive modeling ,cf, svm, rf, gbm, expert level skills with sql queries ,vertica, netezza, data visualization and dashboard development ,tableau, microstrategy, financial and economic modeling,"
"ah1350","data scientist with academic training in statistics and 4+ years of industry experience in interpreting data and building data products."
"ah1351","technology leader with solid experiences in mobile computing, location aware services, web search, big data, and natural language processing. excel at analytical problem solving, strategic planning, and cross team collaborations. enjoy innovative projects and dynamic environment."
"ah1352","data science, data analyst and data science engineer   specialties    ,statistical analysis ,data mining on grid system ,hadoop, ,web based dashboard system ,database ,hive, ,search competitive analysis with statistical methodologies  ,programming language   c/c++, assembler ,x86,, visual basic, r, matlab, php, java, python, pig and hive ,udf, ,language   english, japanese,"
"ah1353","i am an adaptive, reliable, full-stack software and analytics engineering lead seeking to increase the breadth and depth of my knowledge in the fields of computer science, statistics, program management, and data science, with aspirations to work in roles that provide a challenging mix of leadership and technical responsibilities and pressure in a fast-paced, lean environment.  skills and qualifications    , business     8 years experience in predictive analytics, project management, international business ,international cross-team, vendor outsourcing,, systems capacity/cost planning, workforce management/resource planning, team leadership  , tech     4 years software engineering, distributed systems architecture, cloud-backed services design/deployment ,aws, azure,"
"ah1354","i aspire for a challenging position in a professional organization where i can enhance my professional skills, hidden gems located within large sets of structured, semi-structured and unstructured data with applied statistics with visualization.me_iamram,"
"ah1355","looking for data scientist/analyst jobs  a final-year graduate student with 9 years of research experience in computational and condensed matter physics, i have worked on several projects simultaneously that involved analyzing complex datasets. i have excellent skills in using python, matlab, and sql for machine learning modeling, statistical analysis, data visualization, and operations on relational databases. having worked with cross-functional teams, i have successfully evolved projects from inception to production through applying fundamental concepts in computer, mathematics, and physics to real-world applications."
"ah1356","experienced data scientist with extensive experience in search ranking and recommendation systems. with an m.s. in computer science from columbia university and b.e. in computer engineering from university of mumbai. specializing in machine learning, optimization algorithms and natural language processing. a solid background in data structure and algorithms, proficient in python, c  and sql."
"ah1357","i am passionate about designing solutions for previously unsolvable and high business impact problems while putting a keen emphasis on setting up the right architecture and writing maintainable code.tusharmakkar08,"
"ah1358","experienced data scientist with deep expertise applying machine learning techniques and statistical methods in various domains, especially in iot and industrial engineering space. , strong technical and architectural skills with extensive design experience and deep knowledge of scalable distributed applications. , dynamic leader with an extensive track record of successfully leading high-performance software development teams. , passion for hands-on problem solving and programming at all levels. , expertise in developing and shipping a diverse spectrum of software products   client, server, services as well as low level performance critical os components. , thorough understanding of financial- markets, engineering and financial models."
"ah1359","experienced data scientist with a demonstrated history of working in data science consulting projects using python and r programming languages in the domains of deep learning and machine learning using frameworks such as numpy, scikit learn, tensorflow and pytorch. currently pursuing a master of science in data and business analytics at the rennes school of business."
"ah1360","i am a data scientist who understands human behavior and loves strategic thinking. with a degree in economics and psychology, i have garnered insights into the behavior of consumers on an individual and collective level. in pursuit of enhancing my analytical thinking, i have played poker at the highest level and succeeded at the professional level for multiple strategy games. through my developed sense of pattern recognition and people understanding, i glean perception through bizarre situations and murky datasets. with 5 years of experience leading a small startup and teams of 50+, i have accrued the ability to translate my findings into business strategy."
"ah1361","with over two decades of leadership experience with global multinationals, i am passionate about  helping customers achieve their transformation goals.   i started my career with digital equipment corporation ,dec,, which was later acquired by compaq and  hp. these acquisitions helped me fast-tracked my understanding of technology, culture, and processes.  as regional head of hp software, we delivered multi-fold growth. it was most rewarding to see 100% of my team members consistently achieving their sales targets.  i then joined ca technologies, and was tasked to expand its presence across large enterprises. we established strong business connections with many leading banks, telecom, manufacturing, and tech companies. i was also featured as a    young achiever    by business india for the work i did there early on in my career.  i joined salesforce with a mission to rebuild its india business. establishing a culture of trust with all stakeholders ,customers, partners, and employees, and making customer success a priority translated to exceptional outcomes. india became the fastest-growing market for salesforce, contributing immensely to its growth in the region. i was recognised by marc benioff as a global top talent for my performance.     as a member of the leadership team with microsoft india subsidiary, i was entrusted to lead the portfolio of cloud and enterprise products including azure, windows server, and sql, and was responsible for managing the pandl. these products represent a core part of microsoft   s hyperscale and intelligent cloud platform"
"ah1362","after working for ibm and microsoft, mo landed a job at google and helped start the platform in more than 50 emerging markets across the middle east, africa and eastern europe. he then joined google x as chief business officer and lived at the cutting edge of technology.   mo gawdat is the author of solve for happy   engineer your path to joy, an international bestseller translated in 28 languages.   he left google x in february 2018 to dedicate the rest of his life and resources to his mission  onebillionhappy.   for speaking engagements or workshops, "
"ah1363","i spent more than 20 years leading teams and transformations at a couple of the most iconic companies in the world...and i loved every minute of it!  the best part of the journey was seeing the impact i've made on others...my colleagues, customers and partners.  gratitude for all i have learned, experienced and accomplished has led me to focusing exclusively on my passion for helping others be their best and show up authentically in all they do.  i know first-hand that the leadership journey is a worthwhile yet challenging one and each of us needs an unwavering advocate."
"ah1364","murat received his mba from columbia business school in new york and holds degrees in chemical engineering and mechanical engineering from bosphorus university in istanbul. he is fluent in english, german and turkish.  before taking over the ceo role at hepsiburada, where he had been serving as advisory board member, he founded m-factory ventures llc, a strategic advisory and investment firm in the us.  prior to that, murat held a variety of executive and management roles at leading tech companies such as instacart ,san francisco,, zynga ,san francisco, and microsoft ,seattle, over the years. previously, he also spent time at the boston consulting group in new york and worked at unilever where he managed different consumer brands in turkey.  murat has also served on several executive and advisory boards as well as ngos including turkish philanthropy funds, la colombe coffee roasters, crescenta biosciences, whole coffee company, borusan holding, hepsiburada and world economic forum   s global future council."
"ah1365","i believe that digitalization requires companies and employees alike to drastically change the way they collaborate, market, sell and lead. did you know that skills like emotional intelligence, active learning and leadership will be crucial to succeed in the digital age by 2020 and beyond, according to the wef  therefore i am passionate about enabling personal growth for leaders and cultural transformation for organizations.   i've learned throughout my own journey as a leader in tech, that diverse teams produce the best results and that it takes a crystal-clear strategy to bring more women into leadership and key positions within their companies. that's why i started my own consulting business. as an inspiring bridge-builder for change, i shift mindsets resulting in new behaviour. i am known for my positive energy, clarity and empathy, asking the hard questions that help my clients develop new perspectives and take focused action to achieve the desired outcome.   with my very own special approach of heart and mind, i help leaders in tech to create and communicate a personal brand around their unique personality becoming effective ambassadors for their careers and companies. i also work with entrepreneurs helping them to distill and transform their company culture and redefine leadership ultimately enabling successful, sustainable business and higher employee and customer satisfaction.   do you want to find out what personal branding and/or the right culture can add to your business   connect with me on linkedin and attach a message with your current challenge.   my expertise   personal branding and career development, cultural transformation and change management, customer centricity, workshops, coaching,"
"ah1366","helping smb's to be more strategic and agile by implementing cloud !"
"ah1367","highly analytical executive with 20+ years of progressive leadership driving transformation and revenue growth in venture-funded and fortune 500 technology companies. resourceful problem solver who up-levels performance by drawing on unique history as cmo and general manager to bring together engineering, marketing and sales, build integrated product and go-to-market plans, and attack opportunities as a high-performance team. articulate communicator with proven ability to build new teams from scratch or transform large, matrixed organizations.  adept at learning new markets and developing custom solutions combining software, cloud services, and hardware.  key skills , product marketing and go-to-market , storytelling for complex, technical products , corporate and product brand architecture , market research and insights , financial and pandl leadership  , global leadership and team building , strategy and campaign development , product management and roadmaps  , sales management and growth , strategic partnership development,timamcdonough"
"ah1368","the it modernization practice will oversee application services, cloud and platform services, security as well as virtual clarity in the region of 16 countries in europe. my team and i will drive it modernization for all accounts that require moving applications to the cloud ,hybrid or fully public,, cloud orchestration, application modernization, and security solutions. we work hand in hand together with customers and decision-makers who seek to continue their path in bringing more agility, automation, and innovation in their it environment.  read more and download dxc's whitepaper on it modernization     the dxc strength in the it modernization spaces is     teams working with agile methods like scrum ,me as a scrum master i like that,  34 global delivery network locations  100+ devops engagements delivered in fy19  121 sap hana clients supported in fy19  160 data centers under management  191 client data centers consolidated in fy19  3,500+ security experts supporting 6 million end-users  5000+ public cloud and cloud-native certifications ,aws, azure, alibaba cloud, google cloud      platform, vmware, oracle cloud, redhat openshift, pivotal cloud foundry,  6200+ discrete applications migrated to cloud ,managed private or public cloud, in fy19  10,000+ agile/devops professionals  20,000+ enterprise application specialists  580"
"ah1369","human resource professional holding a bachelor degree in business administration and a master   s degree in european law and policy. have build over 14 years of comprehensive human resources experience including recruitment and retention, training, conflict resolution, change management, internal communication, labor relations... proven experience collaborating with senior management to conduct human resources strategic planning in order to support and further corporate goals .   i posses a broad knowledge of human resources in variety of industries ,oilandgas, it, fmcg, electronics   ,. ability to address and implement strategic plans for talent acquisition, retention and succession planning. proven skills in labor and employment law including complaint investigation to prevent legal action.  i utilized my analytical thinking and creative problem solving capabilities in shaping challenges into very good achievements that have made notable enhancements to business growth.   my ability to perform under pressure, the capacity of being a multi-task person, the strong capability in preserving company ethics and commitment to quality in order to accompany the organization development, coupled my career foundation as credentials that i can immediately apply to contribute to the success of highly progressive organization.  capabilities   organizational development, organizational skills, recruiting/talent acquisition, career development, performance management, goal setting"
"ah1370","leading an extraordinary team of datadogs responsible for engaging + hiring talent across our global field sales, partner sales, + strategy functions."
"ah1371","21 years of product management, growth and digital marketing, customer experience expertise in multinational companies and start-ups related with saas, maas, ride hailing,  internet, mobile, tech, telco, e-learning and financial services in the uk, uae, germany and turkey.  business transformations i have led and been part of     -lead the holistic customer growth ,acquisition,engagement,retention, reactivation,crm,martech,cx,product and digital performance marketing, strategies in the first and only unicorn of menatp aka careem ,acq. by uber,  ,xxm  marketing + xxm  digital budget + xb gmv responsibility,  -build the growth marketing org. for the largest ride hailing company in europe ,40m+ customer"
"ah1372","i am an international executive with an expertise in leading sales teams to overachieve their targets. i lived and worked in several countries. having graduated with master degree in computer science i am very passionate about information technology, cyber security, and digital transformation. i do believe that technology, if used appropriately, can save and improve lives.   specialities include   general management, strategy, international leadership, business development, enterprise, smb, channel, cyber security, cloud computing, saas, sales, presales/system engineers, snr management, vice president"
"ah1373","experienced regional channel lead with a demonstrated history of working in the information technology and services industry. skilled in digital transformation, artificial intelligence ,ai,, business development, channel strategy, and cloud computing. strong sales professional with a mis focused in management and information systems from the university of manchester."
"ah1374","bildung beginnt mit vorbildern      seasoned professional with a 360   view on corporate innovation management, working in the field of digitization and cloud computing since 2001, with experience in go2market and business development for new technologies, partner management and sales execution in the software industry. a proactive ecosystems developer with perspectives on current it trends, their impact on business strategies, and their implications for enterprises of every segment.  in my current role at sap i am now working on   , corporate innovation at the intersection of academia, corporate, startup, entrepreneurship centers and vc , strategic business and ecosystem development , smart city and future mobility  founder of sap mentoring program for young entrepreneurs ,batch  1 and  2 focused on female founders,  venture advisor to earlybird vc digital advisory board member at schmitz cargobull/kubikx  proud mother,"
"ah1375","experienced talent acquisition manager with a demonstrated history of working in the internet company and mnc. skilled in negotiation, talent management, business development, recruiting, strategy and data analysis etc. strong human resources professional with a master   s degree focused in public management from renmin university of china."
"ah1376","i'm passionate about designing software architecture and developing software. i'm interested in cloud computing, big data, and data analytics."
"ah1377","a chinese teacher once said,    if you love what you do, you   ll never have to work a day in your life   . i believe that, i began that journey when i started working for yahoo! and that still continues in my current stint with linkedin.   my journey has been an interesting one. after graduating as an engineer in electronics, i started working in a totally different domain with yahoo! for their search editorial team. from there on, i moved to linkedin to do something different again- for their customer experience team. it is here, that i moved into recruitment and ever since i have realized that i love this role as it helps me play a huge part in changing people's lives.   i have since worked on getting people, rock-stars in their field, aboard linkedin, whilst giving them the best interviewing experience ever! i currently recruit for the global sales organization across south east asia, hong kong and japan.   i am passionate about connecting talent to opportunities!  i'm now a proud part of a very vibrant talent acquisition team at linkedin singapore! as a part of this team, i'm in persistent lookout for the brightest minds, people with infectious energy and who believe in dreaming big, getting work done, whilst also having fun!,__shireen,"
"ah1378","the sqreem story  it all started when we connected a simple data source with an algorithm we had built.  a process designed to read and make sense of information, in turn building knowledge.  we then gave it sufficient autonomy to act on its knowledge in ways and via means it deems most optimal.  in essence, we connected sensor with sense making, and subsequent function.    we ended up with a sense-making, cognitive a.i. connected into the world   s largest data repositories, covering thousands of different sources, anonymously tracking activity, and patterns of billions of people. we had built an ontology of human behavior.     what if we could connect this ontology with real people, engaging in real behaviors, in real time   turning this into reality, we embedded our architecture ,via 142 apis, with all relevant digital media and content channels, globally.     we now had a platform capable of identifying the best buyer for any product in any market, and we had given it the ability to reach any such buyer, directly, anywhere.  our clients are the major banking, insurance, automotive and  pharmaceutical companies, in over 30 countries such as singapore, the usa"
"ah1379","successful track record and more than 15 years international management experience in marketing and sales for b2b saas and cloud services.  areas of expertise    - building and leading highly motivated and result-driven marketing and sales teams - defining go-to-market strategies for b2b - planning and execution of data-driven lead generation campaigns and funnel optimization programs - implementation and improvement of marketing automation processes -  excellent communication and analytical skills - profound knowledge of saas business models and the underlying financial and marketing kpis.  passion for technology and excellence in execution  believer in lean management,c_weisbrodt"
"ah1380","the why, the what, and also the how of cloud computing-based technologies   i am fortunate to live and work my passion for new technologies. as head of technology for switzerland, i work with it leaders to help them safely and cost-effectively running their it in the cloud ,apps and infra, and with business leaders to help them understand how the innovation made possible and democratized by the hyper-cloud can help them transforming, and in some cases disrupting their businesses.  key business topics   digital transformation, cost optimization, business ,process, innovation, disruption.  key technical topics   cloud operating model, cloud architecture, containerization, devops, cd/ci, ai.  i am a passionate learner with an engineering background who still loves to open the management console or writes some lines of code in my free time. besides my passion for technology, i have a solid record of successes as a business leader and people manager, enjoying hiring talents and coaching them with clarity and transparency. i am a firm believer in the    happiness advantage    that i am convinced is one of the key success factors for my achievements as a business leader.stefanomalle"
"ah1381","workday customers are at the heart of all our business decisions. everything we do centers on the question,    how will this affect our customers     that   s why we have the highest customer satisfaction rating of any major enterprise application vendor of 98%!  workday is a leading provider of enterprise cloud applications for finance and human resources. founded in 2005, workday delivers financial management, human capital management, and analytics applications designed for the world   s largest companies, educational institutions, and government agencies. organizations ranging from medium-sized businesses to fortune 50 and dax30 enterprises have selected workday.   about me   entrepreneurial self starter and leader with substantial international experience in leading organizations marketing and selling it solutions directly and through channels. proven ability selling, communicating and executing large-scale initiatives across business units in a multi-national environment. solid experience in telco and service provider and software plus services ,saas, paas, iaas, business.  specialties   starting and leading a new business within a large organization and taking it out of incubation. sales, motivation and community building of dispersed organizations. turn around business. merger and acquisition, integration and transition. cloud computing ,iaas, paas, saas,, telco value added services for consumer and businesses."
"ah1382","i build, write, speak, and lead for a purpose economy driven by diversity and collaboration.    speaker's profile and references   big and growing festival and purpose konferenz    mentessa   expert community platform for the future of work    my book   big heart ventures   purpose-driven entrepreneurship for the next age of technology     technology  entrepreneurship  purpose  bigheartventures  makepurposework  newwork  diversity  collaboration  leadership  community  mentoring  futureofwork  coaching  purposedriven,radost,"
"ah1383","experienced finance professional with 16 years of tenure within leader it companies as business financial controller roles, covering diversified and complex multi country regions. at ease with people, with a deep sense of collaboration and communication, had a successful people management experience. fluent in four languages, with a robust educational background. attracted by aimful cross-team collaboration and the impact through an organization.kdarraz"
"ah1384","i am a developer, author and trainer in mobility and web technologies.  i was a microsoft student partner and stayed active in developer communities.  passionate about development and training, i have always been able to respond to our customers' requests using the latest technologies.  my experiences with start-ups, smes and digital service companies ,esn / it, reinforce my technology choices, especially those focused on the future.  technologies   , web   asp.net core , mobile   uwp, xamarin.ios, xamarin.android, xamarin.forms , cloud   microsoft azure , devops   azure devops  i intervened in the following areas   , financial , aviation , handling , logistics , education , accounting  mobile in france, belgium, luxembourg, austria and switzerland ,for trainings,.  according to several tests, my personality is similar to that of leonardo da vinci, benjamin franklin or st  phane guillon. i'm extravert-intuitive-thinker-perceiver    i am curious and a little scattered. easy to understand concepts. value knowledge. good to explain it and transmit it. i quickly get excited about new ideas and new projects. i am comfortable in positions, where my analytical and design skills are highlighted. i have to discipline myself and frame myself more ,tendency to procrastinate,. although calmer than other extroverted types, i still needed a minimum of social interactions to conserve my energy.  strong points   , creativity, design , ability to transmit knowledge , analytical skills , critical mind , open mindedness , comprehensive understanding  weak points    , dispersion of interests , lack of rigor , socially unjust , rebel to orders that seem illogical to him  ps   i propose to coach developers wishing to become independent.  see you soon!,imcresus_                            lecoinsiehr"
"ah1385","no relo!  remote   ok, on-site   seattle-eastside only. ,bellevue, redmond, kirkland areas only, ideally within 5 miles of zip code 98007, not seattle,. i am not really looking and prefer an fte position.  not open networker, if you don't know me, don't invite me! i only accept connections to people that i have some significant connection to or interaction with. i only accept connections to people that say how i know them and/or why we should connect.  senior software engineer specializing in cross platform development "
"ah1386","specialties   people management, solution selling, negotiation and public speaking."
"ah1387","experienced account executive with a demonstrated history of working in the computer software industry. skilled in sales, customer relationship management ,crm,, software industry, management, and account management. strong information technology professional with a business school master focused in sales and marketing.samirafaik"
"ah1388","currently work as a microsoft specialist at aws to help companies in france that use windows server and .net transform to the cloud. previously i worked at microsoft as product manager, and founded my own web development company.  my professional goal is to empower people around me to help them grow.snippetspace,"
"ah1389","i am a speculative designer interested in the implications of technology in our society. my prior works falls under the domain of interaction design and digital art.  my work have been published in wired, fastcodesign, core77, arduino blog, cnn, creativeapplications, animal newyork, psfk, pitapixels, complex etc. and also has been exhibited internationally at the acm siggraph and yahoo! usid academic showcase.  i currently live in seattle and work for google. previously, i graduated from the royal college of art, london and national institute of design, india. i give workshops and teach creative coding and projection mapping techniques at various universities.  i have worked for microsoft inc, google uk, google india and have interned at google, uk and local projects, nyc where my works include developing several interactive solutions for cleveland museum of art, civil debate interactive wall at the bob graham centre for public service"
"ah1390","canny helps saas companies track user feedback to make better product decisions.  we launched in march 2017 and now have over 600 customers, including leading companies like lyft, bench, and compass.  we're bootstrapped, profitable, growing, and fully remote! we're also hiring a full-stack engineer. learn more at jobs.canny.io. ,rasmuzen,"
"ah1391","graduate from the university of toronto who aspires to solve problems through software and loves to make music."
"ah1392","i am a technology entrepreneur and seed-stage angel investor. i pipeline companies, advise them, and invest in their growth.  i work with early-stage technology startups and back rock star founders providing them with the know-how and the capital to launch new products.  i am particularly interested in investing in and partnering with first time tech founders, who have a strong perspective about solving big problems their way.  fields of interest   - early stage entrepreneurs and startups - cyber \ enterprise saas \ storage  specialties   - entrepreneurship - cloud computing - security - enterprise scale applications - international customers and partners,amitgat,"
"ah1393","seeking a job in it role with a company looking for a motivated, energetic individual with 2 years of experience as assistant manager with a demonstrated history of working in the retail industry , that has excellent problem solving abilities, good  communication skills . and 4 years as self worker skilled in    databases, web design, html, data analysis, and tableau.   strong professional with a web development ."
"ah1394","if you don't learn something new everyday then you're doing it wrong."
"ah1395","passionate cyber security professional skilled in incident response, information security, troubleshooting, and risk analysis holding a cissp."
"ah1396","i'm a digital product designer with 20 years of experience designing, building and evolving large scale platforms and services for some of the best companies in the world.jpay,"
"ah1397","former ra at mit media lab , harvard 2019 , anitab.org student of vision 2017  i am an ai researcher looking for opportunities to work on relevant, transformative and impactful technology.msr163,"
"ah1398","i always place myself as a technical advisor to my clients as a recognized and credible source for it solution. where it could be related to it governance or compliance, or security or anything that relates to computing environment with any sort of iot devices.shahabalyaminch"
"ah1399","ayodeji ishola is a certified scrummaster  ,  snr. web developer, software development manager and technology for business advocate with competence in building, training, coaching and mentoring high-performing engineering teams. he has formal education and qualitative experience in information technology and business ,with specialization in web development,.  and yes  he actually writes code, and believes he can change the world."
"ah1400","i'm a data science educator and the founder of data school. i specialize in python and machine learning. i have hundreds of hours of experience as a data science classroom instructor, and thousands of hours of experience developing high-quality data science educational materials. i am currently teaching my own series of online data science courses."
"ah1401","experienced software specialist with a demonstrated history of working in the computer software industry. skilled in microsoft word, c++, java , jmeter, ranorex, and java. strong information technology professional with a bachelor's degree focused in computer science from modern university for technology and information - mti."
"ah1402","experienced channel development manager with a demonstrated history of working in the computer software industry. skilled in sales, partner development, and digital transformation solution. strong business development professional graduated from faculte des sciences economiques et de gestion - tunis."
"ah1403","experience   20+ years in the it industry 15+ years of experience in strategy and technology consulting 15 years of experience in clustered storage and scale-out systems, virtualization and cloud, hyperconverged / hyperscale / microservices engineering team leading and building  integrating/redeveloping/creating processes  multinational enterprise structural knowledge  market analysis and company performance knowledge  people management human factors and ergonomics in manufacturing enterprise level network management and monitoring creating and implementing disaster recovery plans  goals   to learn new things every day, as a day without learning is a day lost and continuously develop all of my current skills and gain new ones  to work with competent, professional, knowledgeable and fair people  to be of service to the people in my teams, or that i work for  to excel through determination, focus, passion, objectivity and logical acting  to be challenged in the work i do  to enjoy the work i do, whilst still being able to keep the work/life balance  to become a better person through the experiences i go through  to motivate to innovate to facilitate  to spread the message that nobody works for another person, but just works with another person towards the same goal.  to advise/teach/support others when they are stressed/down or unmotivated  specialties   parallel computing, distributed system, hyperconverged / hyperscale, virtualization"
"ah1404","a division of the techstream group, is a technology talent acquisition solution provider. our consultants are subject matter experts in the identification, attraction, and engagement of technology professionals  we work with market-leading talent across multiple industry domains and service client partners in consulting, end-user environments and start-up or enterprise-level software providers.  specialised in building teams within software development focused on data analytics, machine learning, artificial intelligence, cloud devop and software development.  regional coverage of the mena region.  i have worked in the group for 3 years, currently working as a talent principal in the region, i am focused on working with start-ups and enterprises alike to provide talent solutions for technology and commercial specific requirements.  as a principal talent consultant, i specialize in working with commercial and technical professionals globally and help them in their career growth within the middle eastern region.  the majority of my clients solve problems within the venture capital, fintech, ed-tech, ecommerce, powertech, cloud, big data and healthtech spaces and i am currently expanding my understanding of the impact of technologies such as machine learning"
"ah1405","i am a telecom engineer with a bachelor in communications engineering. i worked in the telecom industry for a leading service provider for 3 years. i later moved to a role in the sales and business operations field where i was involved in customer's data and insights. i am currently looking for a challenging job in the data analytics industry."
"ah1406","a well presented, good all round performer who has knowledge of the planning and implementation stages of projects. possessing a consistent track record of improving business performance. having an active commitment to continuous improvement and comfortable working in a growth orientated work environment. easy going by nature and able to get along with both work colleagues and senior managers."
"ah1407","mirko    em resumo um comercial e relacionamento nato, que no meio da carreira mudou o foco pro mercado digital. surfou as principais ondas desse mercado, e hoje    s  cio da ag  ncia z  riga, co-fundador do comparador de pre  os mexicano buscaya.com.mx e embaixador do expo f  rum digitalks. ainda atua como consultor, mentor, professor e palestrante com mais de 100 palestras nos   ltimos anos. envolvido desde 1998 na cria    o, evolu    o, crescimento e transforma    o de neg  cios digitais. foi executivo em empresas como   uol, bol, terespondo, yahoo!, webtraffic, superdownloads, brandsclub, lomadee e buscap   company   with 16 years working for brick companies and over 20 years involved with the top digital business companies, working for   uol, bol"
